category,car_name,image_path,description
승용,쏘나타_디_엣지_Hybrid,car_images_all/3_6_쏘나타_디_엣지_Hybrid.png,"This car features a sleek, modern sedan body type with a balanced proportion. The surface is smooth with subtle curves, enhancing aerodynamics. The lighting includes sharp, angular LED headlights and taillights. The grill is narrow and integrated, contributing to a cohesive front fascia. It has stylish, multi-spoke alloy wheels. The color is a metallic silver, giving it a contemporary look. Unique elements include the sculpted side panels and a distinctive rear spoiler, adding a futuristic touch."
SUV,코나,car_images_all/4_1_코나.png,"This car features a modern SUV body type with sleek, balanced proportions. The surface has sharp, angular lines and smooth curves, creating a dynamic appearance. The lighting includes narrow, contemporary LED strips. The grill is minimalist and integrated, enhancing the streamlined look. The wheels are large with a sporty, multi-spoke design. The color is a muted, sophisticated gray. Unique elements include the geometric surface patterns and a compact, futuristic roof spoiler."
SUV,코나_Hybrid,car_images_all/4_2_코나_Hybrid.png,"This car features a modern SUV body type with sleek, balanced proportions. The surface has sharp, angular lines and smooth curves, creating a dynamic appearance. The lighting includes narrow, contemporary LED strips. The grill is wide and horizontal, adding to the vehicle's assertive look. It has stylish, multi-spoke alloy wheels. The color is a matte gray, giving it a sophisticated vibe. Unique elements include the sculpted side panels and a futuristic rear light design."
SUV,베뉴,car_images_all/4_3_베뉴.png,"This SUV features a modern crossover body type with a balanced, compact proportion. The design includes sleek, minimalistic surfaces with integrated lighting elements. The grill is narrow and horizontal, complementing the contemporary look. It has stylish alloy wheels and a dark, sophisticated color. Unique elements include the sculpted side panels and subtle LED accents, adding a futuristic touch."
SUV,디_올_뉴_팰리세이드,car_images_all/4_4_디_올_뉴_팰리세이드.png,"This car features a modern SUV body type with a balanced, elongated proportion. The surface is sleek with smooth, flowing lines. It has contemporary lighting with narrow, integrated LED strips. The grill is subtle and horizontal, blending with the front design. The wheels are large with a multi-spoke alloy pattern. The color is a sophisticated dark green. Unique elements include the roof rails and aerodynamic side mirrors, adding a futuristic touch."
SUV,디_올_뉴_팰리세이드_Hybrid,car_images_all/4_5_디_올_뉴_팰리세이드_Hybrid.png,"This car features a modern SUV body type with a balanced, elongated proportion. The surface is sleek with smooth, flowing lines. It has contemporary lighting with narrow, integrated LED strips. The grill is subtle and horizontal, blending with the front design. The wheels are large with a multi-spoke alloy pattern. The color is a matte dark gray, giving it a sophisticated look. Unique elements include the streamlined side profile and a futuristic rear light design."
SUV,투싼,car_images_all/4_6_투싼.png,"This car features a modern SUV body type with sleek, balanced proportions. The surface has sharp, angular lines and smooth curves, creating a dynamic look. The lighting includes narrow, LED accents that enhance its contemporary feel. The grill is narrow and horizontal, contributing to a streamlined front fascia. It has stylish, multi-spoke alloy wheels. The color is a matte gray, giving it a sophisticated appearance. Unique elements include the sculpted side panels and a futuristic rear light design."
SUV,투싼_Hybrid,car_images_all/4_7_투싼_Hybrid.png,"This car features a modern SUV body type with sleek, balanced proportions. The surface design includes sharp, angular lines and smooth curves, creating a dynamic appearance. The lighting is contemporary, with narrow, LED accents on the taillights. The grill is bold and horizontal, adding to the aggressive front fascia. It has stylish, multi-spoke alloy wheels. The color is a metallic silver, giving it a sophisticated look. Unique elements include the sculpted side panels and a slightly elevated roofline, contributing to a futuristic aesthetic."
SUV,싼타페,car_images_all/4_8_싼타페.png,"This SUV features a modern, boxy body type with a balanced proportion. The surface is smooth with subtle curves. It has sleek, integrated lighting and a prominent, horizontal grill. The wheels are large with a multi-spoke alloy design. The color is a muted, earthy tone. Unique elements include roof rails and a slightly elevated stance, adding a touch of futurism."
SUV,싼타페_Hybrid,car_images_all/4_9_싼타페_Hybrid.png,"This SUV features a modern, boxy body type with a balanced proportion. The surface is smooth with subtle lines for aerodynamics. The lighting includes sleek, integrated headlights and taillights. The grill is prominent and horizontal, adding to the bold front fascia. The wheels are large with a multi-spoke alloy design. The color is a neutral silver-gray. Unique elements include the roof rails and a slightly elevated stance, giving it a rugged yet contemporary look."
SUV,2026_캐스퍼,car_images_all/4_10_2026_캐스퍼.png,"This SUV features a compact body type with a balanced, modern proportion. The surface is smooth with subtle curves, enhancing aerodynamics. It has sleek, integrated lighting. The grill is narrow and horizontal, contributing to a contemporary look. The wheels are stylish with a multi-spoke design. The color is a matte olive green, giving it a rugged yet sophisticated appearance. Unique elements include roof rails and a slightly elevated stance, adding a touch of futurism."
MPV,스타리아_라운지,car_images_all/5_1_스타리아_라운지.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with tinted windows, giving it a sophisticated look. It has subtle lighting integrated into the windows and body. The grill is understated, blending with the front fascia. The wheels are stylish alloy designs. The color is a glossy black, enhancing its premium feel. Unique elements include the streamlined side profile and potential futuristic LED accents."
MPV,스타리아_라운지_Hybrid,car_images_all/5_2_스타리아_라운지_Hybrid.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with subtle curves, enhancing aerodynamics. It has integrated, minimalist lighting with narrow LED strips. The grill is compact and understated, blending into the front fascia. The wheels are stylish with a multi-spoke alloy design. The color is a neutral gray, giving it a professional look. Unique elements include large, tinted windows and a slightly elevated roofline, suggesting a focus on spaciousness and modern aesthetics."
MPV,스타리아,car_images_all/5_3_스타리아.png,"This car features a modern minivan body type with a balanced, boxy proportion. The surface is smooth with tinted windows. It has integrated, understated lighting and a simple, horizontal grill. The wheels are alloy with a classic design. The color is a sleek black. Unique elements include the streamlined side profile and subtle roof antenna."
MPV,스타리아_Hybrid,car_images_all/5_4_스타리아_Hybrid.png,"This car features a modern minivan body type with a balanced, boxy proportion. The surface is smooth with minimalistic design, and it includes tinted windows. The lighting consists of sleek, integrated headlights. The grill is understated and compact. It has alloy wheels with a simple design. The color is a neutral gray. Unique elements include the streamlined side profile and subtle futuristic detailing in the wheel arches."
MPV,스타리아_킨더,car_images_all/5_5_스타리아_킨더.png,"This car features a compact minivan body type with a balanced, boxy proportion. The surface is smooth with tinted windows. It has integrated, understated lighting and a simple, flat grill. The wheels are compact and functional. The color is bright yellow, adding a pop of vibrancy. Unique elements include the taxi signage on the roof and a circular emblem on the door."
MPV,스타리아_라운지_캠퍼,car_images_all/5_6_스타리아_라운지_캠퍼.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with tinted windows, giving it a sophisticated look. It has subtle lighting integrated into the body. The grill is understated, blending with the front design. The wheels are stylish and multi-spoked. The color is a glossy black, enhancing its premium feel. Unique elements include the roof spoiler and aerodynamic lines, adding a futuristic touch."
MPV,스타리아_라운지_캠퍼_Hybrid,car_images_all/5_7_스타리아_라운지_캠퍼_Hybrid.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with tinted windows, giving it a sophisticated look. It has subtle lighting integrated into the body. The grill is understated, blending with the front design. The wheels are stylish and multi-spoked. The color is a glossy black, enhancing its premium feel. Unique elements include the roof spoiler and aerodynamic lines, adding a futuristic touch."
MPV,스타리아_라운지_리무진,car_images_all/5_8_스타리아_라운지_리무진.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with tinted windows, giving it a sophisticated look. It has subtle lighting integrated into the body. The grill is understated, blending with the front design. The wheels are stylish and alloy-finished. The color is a glossy black, enhancing its premium feel. Unique elements include the streamlined side profile and potential futuristic LED accents."
MPV,스타리아_라운지_리무진_Hybrid,car_images_all/5_9_스타리아_라운지_리무진_Hybrid.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with tinted windows, giving it a sophisticated look. It has subtle lighting integrated into the body. The grill is understated, blending with the front design. The wheels are stylish and alloy-finished. The color is a glossy black, enhancing its premium feel. Unique elements include the streamlined side profile and potential futuristic LED accents."
소형트럭&택시,그랜저_택시,car_images_all/6_1_그랜저_택시.png,"This car features a sleek estate body type with a balanced, elongated proportion. The smooth, aerodynamic surface enhances its modern look. Subtle lighting accents highlight the contours. The grill is narrow and integrated seamlessly into the front fascia. It has stylish, multi-spoke alloy wheels. The matte black color gives it a sophisticated appearance. Unique elements include the streamlined roofline and minimalist design cues, adding a futuristic touch."
소형트럭&택시,쏘나타_택시,car_images_all/6_2_쏘나타_택시.png,"This car features a sleek, modern hatchback body type with a balanced proportion. The design includes smooth, aerodynamic surfaces and sharp, angular lighting elements. The grill is narrow and integrated, enhancing the futuristic look. It has stylish, multi-spoke alloy wheels. The color is a clean white, complementing its contemporary aesthetic. Unique elements include the sculpted side panels and distinctive rear light design, adding a futuristic touch."
소형트럭&택시,스타리아_라운지_모빌리티,car_images_all/6_3_스타리아_라운지_모빌리티.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with tinted windows. It has contemporary lighting with integrated daytime running lights. The grill is subtle and horizontal, blending into the front fascia. The wheels are stylish alloy designs. The color is a matte black, giving it a sophisticated look. Unique elements include the streamlined side profile and potential futuristic LED accents."
소형트럭&택시,스타리아_라운지_모빌리티_Hybrid,car_images_all/6_4_스타리아_라운지_모빌리티_Hybrid.png,"This car features a modern minivan body type with a sleek, elongated proportions. The surface is smooth with subtle curves, enhancing aerodynamics. It has integrated, minimalist lighting with narrow LED strips. The grill is compact and understated, blending into the front fascia. The wheels are stylish with a multi-spoke alloy design. The color is a neutral gray, giving it a professional look. Unique elements include large, tinted windows and a slightly elevated roofline, suggesting a focus on spaciousness and modern aesthetics."
소형트럭&택시,포터_II,car_images_all/6_5_포터_II.png,"This is a white utility truck with a short cab and a flatbed cargo area. The proportions are compact and functional. The surface is smooth with minimal detailing. It features simple, integrated lighting and a small, understated grill. The wheels are standard alloy designs. The overall color is a clean white. Unique elements include the flatbed and compact size, which emphasize practicality over aesthetics."
소형트럭&택시,포터_II_특장차,car_images_all/6_6_포터_II_특장차.png,"This is a white commercial van with a boxy, utilitarian body type. The proportions are balanced, with a large cargo area and compact cab. The surface is smooth with minimal detailing. It features integrated lighting on the front. The grill is simple and understated. The wheels are standard, utilitarian designs. The color is a clean, bright white. Unique elements include the large sliding door on the cargo side, enhancing functionality."
트럭,더_뉴_마이티,car_images_all/7_1_더_뉴_마이티.png,"This is actually a light commercial vehicle, not a car. Here's a brief design summary:

- **Body Type:** Flatbed truck.
- **Proportions:** Balanced, with a compact cab and extended cargo area.
- **Surface:** Smooth and clean lines, with a focus on functionality.
- **Lighting:** Standard headlights and integrated turn signals.
- **Grill:** Prominent and rectangular, contributing to a robust appearance.
- **Wheels:** Standard commercial truck wheels, likely steel with simple hubcaps.
- **Color:** White with orange reflective striping for visibility.
- **Unique Elements:** The orange reflective striping adds a distinctive safety feature."
트럭,더_뉴_파비스,car_images_all/7_2_더_뉴_파비스.png,"This truck features a modern cab-over-engine body type with a balanced proportion between the cab and cargo area. The surface is smooth with angular lines, giving it a contemporary look. The lighting includes integrated headlights and fog lights. The grill is prominent with a geometric pattern, enhancing its aggressive appearance. It has large alloy wheels for a robust look. The color is white, providing a clean and professional aesthetic. Unique elements include the angular design accents and a futuristic grill pattern."
트럭,뉴파워트럭,car_images_all/7_3_뉴파워트럭.png,"This is a dump truck design featuring a robust, utilitarian body type with a high cargo bed for heavy-duty use. The proportions are balanced, with a strong, wide stance. The surface is smooth with minimalistic detailing. The lighting consists of basic rectangular headlights. The grill is prominent and horizontal, adding to the truck's sturdy appearance. It has large, heavy-duty wheels suited for off-road conditions. The color is a clean white, emphasizing simplicity and functionality. Unique elements include the articulated dump body and side mirrors for visibility, with no futuristic features present."
트럭,더_뉴_엑시언트,car_images_all/7_4_더_뉴_엑시언트.png,"This truck features a modern cab-over-engine body type with a sleek, aerodynamic design. The proportions are balanced, emphasizing width and height. The surface is smooth with subtle curves and lines for airflow. It has integrated, minimalist lighting. The grill is prominent and horizontal, adding to the bold front fascia. The wheels are large and multi-spoked, enhancing its robust appearance. The color is a striking red, giving it a dynamic look. Unique elements include the streamlined cab and possible futuristic LED accents."
트럭,엑시언트_수소전기트럭,car_images_all/7_5_엑시언트_수소전기트럭.png,"This truck features a modern semi-truck design with the following elements:

- **Body Type:** A large, boxy cargo trailer for heavy-duty transport.
- **Proportions:** Long and low, emphasizing stability and cargo capacity.
- **Surface:** Smooth and sleek with minimalistic panel lines.
- **Lighting:** Integrated headlights and possibly LED accents for a contemporary look.
- **Grill:** Prominent, large grille with a checkered pattern for a bold front fascia.
- **Wheels:** Large, multi-spoke alloy wheels for durability and performance.
- **Color:** Metallic silver with subtle blue accents.
- **Unique Elements:** The checkered grille and streamlined design give it a modern, aerodynamic appearance."
버스,쏠라티,car_images_all/8_1_쏠라티.png,"This car features a modern minivan body type with a balanced, elongated proportions. The surface is smooth with sleek, tinted windows. It has contemporary LED lighting and a prominent, horizontal grille. The wheels are alloy, adding a sporty touch. The color is a sleek black. Unique elements include the streamlined roofline and integrated roof rails, giving it a futuristic and aerodynamic appearance."
버스,카운티,car_images_all/8_2_카운티.png,"This is a minibus design featuring a compact, elongated body type with a high roof for increased headroom. The proportions are balanced, with a slightly wider front section tapering towards the rear. The surface is smooth with minimalistic panel lines. The lighting includes integrated headlights and daytime running lights. The grill is simple and horizontal, complementing the modern aesthetic. The wheels are standard alloy designs. The color scheme is primarily white with a dark lower trim. Unique elements include the streamlined side windows and a subtle graphic on the rear side panel."
버스,카운티_일렉트릭,car_images_all/8_3_카운티_일렉트릭.png,"This is a modern coach bus design featuring a streamlined body type with a low and wide proportion for stability. The surface is smooth with large windows for passenger visibility. The lighting includes integrated headlights and daytime running lights. The grill is simple and horizontal, blending with the front design. It has alloy wheels for a sleek look. The color scheme is predominantly white with blue accents. Unique elements include the blue digital-like pattern on the side, adding a futuristic touch."
버스,일렉시티_타운,car_images_all/8_4_일렉시티_타운.png,"This bus features a modern, low-floor city bus body type with a streamlined, elongated proportion. The surface is smooth with large, continuous windows for visibility. It has a minimalist lighting setup with integrated headlights and LED strips. The grill is narrow and sleek, enhancing aerodynamics. The wheels are compact and efficient, suitable for urban use. The color is vibrant green, symbolizing eco-friendliness. Unique elements include the ""ELEC CITY"" branding and a futuristic, rounded front design."
버스,뉴_슈퍼에어로시티,car_images_all/8_5_뉴_슈퍼에어로시티.png,"This bus features a modern, streamlined body with a low and wide proportion, emphasizing aerodynamics. The surface is smooth with large windows for visibility and energy efficiency. The lighting includes sleek, integrated headlights and LED strips. The grill is minimalistic and horizontal, blending with the front design. It has large, alloy wheels for a sporty look. The color is a uniform blue, giving it a futuristic appearance. Unique elements include a roof-mounted air conditioning unit and a side camera for enhanced safety and visibility."
버스,일렉시티,car_images_all/8_6_일렉시티.png,"This bus features a modern, elongated body type with a low and wide proportion, emphasizing stability and aerodynamics. The surface is smooth with large, uninterrupted glass windows for enhanced visibility and a sleek appearance. The lighting includes integrated, horizontal LED strips for a contemporary look. The grill is minimalistic and streamlined, blending into the front design. It has large, alloy wheels that contribute to its modern aesthetic. The color scheme is primarily white with black accents, giving it a clean and professional appearance. Unique elements include the ""ELECITY"" branding and a futuristic, curved roofline, suggesting advanced technology and eco-friendliness."
버스,일렉시티_수소전기버스,car_images_all/8_7_일렉시티_수소전기버스.png,"This bus features a modern articulated body design with a sleek, elongated proportion. The surface is smooth with large windows for visibility. It has a minimalist lighting setup with integrated headlights and LED strips. The grill is narrow and streamlined, enhancing aerodynamics. The wheels are robust and alloy-finished. The color scheme is predominantly white with blue accents. Unique elements include the electric branding and a futuristic front-mounted charging port."
버스,일렉시티_이층버스,car_images_all/8_8_일렉시티_이층버스.png,"This is a double-decker bus design featuring a sleek, elongated body with a high roof to accommodate two levels of seating. The proportions are balanced, with a wide front section tapering slightly towards the rear. The surface is smooth with large, reflective windows covering most of the side panels. The lighting includes modern, integrated headlights and LED strips along the lower edges. The grill is narrow and horizontal, blending with the front design. The wheels are large and streamlined, fitting the bus's scale. The color is a metallic silver, giving it a contemporary look. Unique elements include the extended side mirrors and the aerodynamic front fascia, adding a futuristic touch."
버스,유니버스,car_images_all/8_9_유니버스.png,"This bus features a modern, elongated body type with a streamlined, aerodynamic design. The proportions are balanced, with a long, low profile. The surface is smooth with minimal panel lines, enhancing its sleek appearance. Large, tinted windows run along the side, providing ample visibility. The lighting includes integrated, angular headlights and LED strips. The grill is narrow and horizontal, blending with the front design. It has multi-spoke alloy wheels, adding to its contemporary look. The color is predominantly white, giving it a clean and professional appearance. Unique elements include the futuristic, curved front and advanced lighting design."
버스,유니버스_수소전기버스,car_images_all/8_10_유니버스_수소전기버스.png,"This bus features a modern, elongated body type with a streamlined, aerodynamic design. The proportions are balanced, with a long, low profile. The surface is smooth with large, tinted windows for passenger comfort. The lighting includes sleek, integrated headlights and LED strips. The grill is minimalistic and wide, enhancing the bus's modern look. It has large, multi-spoke alloy wheels. The color is predominantly white, giving it a clean appearance. Unique elements include the futuristic, curved front and advanced lighting design."
버스,유니버스_모바일_오피스,car_images_all/8_11_유니버스_모바일_오피스.png,"This bus features a modern, elongated body type with a sleek, aerodynamic design. The proportions are balanced, with a large, expansive surface area for windows, enhancing visibility and light entry. The lighting includes integrated, streamlined headlights and LED accents. The grill is minimalist and horizontal, blending with the front surface. The wheels are large and alloy, adding to the modern aesthetic. The color scheme is primarily black and white, giving it a professional look. Unique elements include the ""Mobile Office"" branding and futuristic blue accents along the side."
